Fecha,Encuesta,Estrato,Sexo,Edad,Nivel Educativo,Cantidad de Integrantes en el Hogar,Imagen del Candidato,Voto,Voto Anterior
2025-09-19,b6118bd6-553a-473a-afb9-f3a8e9e7e1ba,Alto,Femenino,32,Terciario/Universitario incompleto,1,99.5871348045346,Candidato A,En blanco
2024-09-26,5d30db82-2348-41b7-ac2b-5e213f7a38e0,Medio,Masculino,63,Secundario completo,4,32.907916480844904,Candidato C,Candidato C
2023-12-04,667fceeb-8889-432c-b777-3772829fe7ba,Alto,Masculino,69,Primario completo,6,58.884700466287356,No votó,En blanco
2024-09-17,90ec8374-6862-4c24-a13a-6ad812b34a24,Medio,Masculino,48,Secundario completo,5,55.72364866465493,En blanco,Candidato C
2025-09-17,18b7f1a2-f74f-4905-99c0-7423a89f5916,Medio,Femenino,42,Primario completo,5,57.08753144229425,Candidato A,Candidato B
2025-05-08,3ee29e68-6fa0-4319-a54c-e0de6e797a92,Alto,Femenino,19,Secundario completo,2,66.77757129446763,Candidato C,Candidato C
2025-01-23,ea951570-399b-4b79-a1ba-fa39789c3c72,Bajo,Femenino,33,Primario incompleto,4,93.69255075634395,Candidato B,Candidato B
2024-09-29,7b2ecfc5-a530-41a2-bd74-39ee65141471,Alto,Masculino,23,Primario incompleto,3,1.8291510776282882,En blanco,Candidato B
2025-07-01,11ab249d-94d5-4a99-aba0-842465a5ac1f,Alto,Femenino,37,Terciario/Universitario incompleto,6,31.01260419840837,No votó,En blanco
2025-04-07,469fc269-ff7a-4d86-809b-3c5bd5e8b89c,Alto,Masculino,24,Secundario completo,6,46.25930645329503,No votó,En blanco
2025-05-13,8ad6cc51-5f2e-4048-86ce-563de291f5e1,Alto,Masculino,70,Primario incompleto,4,51.68251295830745,Candidato B,Candidato B
2023-12-16,c7938520-9c92-4e7f-9aa1-ecd6058fe8d5,Medio,Femenino,29,Terciario/Universitario incompleto,6,90.68796263632997,En blanco,No votó
2024-03-17,46ba6855-3cad-475a-a072-caae797c27bf,Alto,Masculino,75,Terciario/Universitario completo,1,49.964227334235375,No votó,Candidato B
2024-10-20,de0989b9-5252-4d45-9c68-4df10a515e87,Alto,Masculino,26,Secundario completo,1,23.65186756427946,Candidato A,En blanco
2023-12-29,a0483bb2-f6d0-40c4-a409-df32cc4e66da,Medio,Femenino,79,Terciario/Universitario completo,4,85.72706796970809,En blanco,En blanco
2024-05-29,da418b24-e0ac-49ff-88d3-281a1b4e1428,Alto,Femenino,46,Terciario/Universitario completo,5,51.470348463492364,Candidato B,Candidato C
2025-05-07,647640a1-b6a6-49ef-a4ea-c3f40c78c2f9,Medio,Masculino,18,Primario completo,1,78.43004086748995,Candidato C,Candidato B
2024-03-11,bb22fa31-6bc9-4970-848a-e37406dc1579,Medio,Masculino,75,Primario incompleto,3,26.410484463574623,No votó,Candidato C
2024-10-21,6ed63ea4-64a2-4c48-b9fb-4010dec772b7,Alto,Masculino,66,Primario completo,6,94.49617173095291,Candidato C,Candidato C
2024-12-23,75ef8aab-b693-44ef-9ad5-66c3ecb03f48,Bajo,Femenino,41,Primario completo,1,40.13826594010962,Candidato C,En blanco
2025-09-27,2b6b7b42-2950-4326-b644-d1839aabd22d,Bajo,Masculino,51,Primario completo,1,44.68536444579154,No votó,Candidato B
2024-11-22,28b4d5b9-693d-493c-b96f-9881572abb53,Medio,Femenino,44,Primario incompleto,4,47.67582215876139,No votó,En blanco
2025-10-15,dd55daaf-fefc-4b4a-ab1d-10619717aa6e,Alto,Masculino,25,Terciario/Universitario incompleto,6,33.09836761273127,Candidato A,En blanco
2025-01-19,1ccdd340-80e9-4f74-8307-59a448a133ab,Medio,Femenino,51,Secundario completo,4,75.8580057759896,En blanco,En blanco
2025-02-21,24878d19-586d-4f41-9e47-c2a0eef67139,Bajo,Masculino,33,Secundario completo,5,57.62290267332707,Candidato A,En blanco
2025-06-18,7901726f-c421-425a-9b8d-11baa0ec3e5a,Bajo,Femenino,49,Primario incompleto,3,60.34903149398795,Candidato C,Candidato B
2023-11-10,0dccbbed-c0e0-455b-84ca-a7c8a1595b4f,Bajo,Masculino,36,Posgrado,5,60.09530855299121,En blanco,No votó
2025-09-26,41f4317d-f514-4524-a08c-28eb3218efbf,Medio,Masculino,35,Terciario/Universitario incompleto,4,29.440810610899426,En blanco,Candidato A
2023-12-10,531da6ac-956c-4129-b934-718f2d492ca2,Medio,Masculino,43,Primario completo,5,34.17224637677633,Candidato C,Candidato C
2024-11-28,0a9d499c-a269-4c2d-a14f-1ddc4bc972ce,Medio,Femenino,45,Terciario/Universitario incompleto,4,9.11694031474597,Candidato B,No votó
2024-07-20,08ef444a-6e63-4fa4-8d2a-d9744a863655,Medio,Masculino,48,Primario completo,5,38.4997035982933,Candidato B,No votó
2024-07-09,600aa45e-44e1-408c-a919-9a8aaea62315,Alto,Femenino,62,Primario completo,6,26.226032386596543,Candidato C,Candidato A
2025-08-21,22587c89-58cc-49b4-b54a-f1bdba5612f7,Bajo,Femenino,77,Secundario completo,6,34.86736810084472,En blanco,En blanco
2024-11-06,5b61f92b-9cf6-40ec-9c3c-8d3521d4fb7e,Medio,Femenino,77,Primario incompleto,6,62.473237452462115,En blanco,No votó
2023-12-18,93a25c9b-6e3a-42d7-87fe-6a4e2a6f1e47,Alto,Femenino,21,Primario completo,4,68.49982511063028,No votó,Candidato A
2025-07-30,a45335cc-137f-4d2b-b6a9-33cf65fd5f69,Bajo,Femenino,28,Posgrado,5,74.8492403076781,Candidato C,En blanco
2025-08-10,13ec5718-ae4a-441a-b500-4950b5f50316,Bajo,Femenino,63,Primario incompleto,2,22.15049617709114,Candidato B,No votó
2025-09-19,b9e8e4ee-8b7f-4d7a-ace8-d7dcc71d92d6,Medio,Femenino,74,Terciario/Universitario incompleto,5,18.306429349761466,Candidato B,No votó
2025-08-02,2728ec95-2b52-4ab1-a367-ad9e8dcd7d64,Bajo,Masculino,72,Primario completo,1,96.81681353922139,Candidato A,Candidato B
2024-09-27,079be4e5-3a6e-4f12-aa1a-ce85351c5aac,Bajo,Femenino,51,Terciario/Universitario incompleto,5,46.64742220868152,En blanco,Candidato A
2024-04-04,7e3801af-d1a8-47b0-a2b3-ce34867a4ac9,Alto,Masculino,40,Primario completo,3,47.57560945599204,Candidato B,Candidato A
2025-01-09,9f93e802-e1c2-4cd1-a65d-1c735b62a7c9,Medio,Femenino,30,Terciario/Universitario incompleto,2,8.303400076425483,Candidato B,No votó
2025-03-15,cb10cf68-b769-4470-89bc-f4a8bc6284a8,Medio,Masculino,33,Terciario/Universitario incompleto,3,68.7071323375102,Candidato B,Candidato C
2024-01-13,cd74afec-1e54-4a7c-af27-3f4055cdd72e,Medio,Femenino,27,Terciario/Universitario incompleto,4,17.24743735252474,Candidato A,Candidato B
2025-08-21,d68d2bc2-dac7-4336-aa04-5534f6796fd3,Alto,Masculino,32,Terciario/Universitario completo,1,5.221723597914229,Candidato C,Candidato A
2025-05-26,430342c7-dcfb-4e0a-85fe-e48768ab9281,Bajo,Femenino,69,Terciario/Universitario incompleto,2,25.097751140720636,En blanco,Candidato A
2024-02-19,a0c30ce9-57ac-49f2-a887-a3a9e63317c3,Medio,Femenino,37,Secundario completo,1,96.61515046807254,Candidato A,Candidato C
2023-11-21,887b4cca-54f0-4dc4-b7f1-bb2780665563,Bajo,Femenino,68,Terciario/Universitario incompleto,2,33.24374359844167,Candidato A,Candidato C
2024-09-17,604aa4a2-e983-4c1d-a503-3a3eb1f5d7d0,Medio,Femenino,27,Secundario completo,5,5.702405708948444,No votó,Candidato A
2025-04-20,8e33dcab-be68-4e2b-bd63-7b3afc0b1519,Alto,Masculino,29,Posgrado,4,67.02949877173663,No votó,Candidato C
2024-09-29,ea31e67a-e168-4205-bc0a-94de4e245cf7,Bajo,Femenino,53,Terciario/Universitario completo,6,17.402195909003414,No votó,En blanco
2024-07-12,63e86951-58b5-4052-a0e9-bd79fe1c51e5,Bajo,Femenino,80,Secundario incompleto,2,28.47310891997449,Candidato A,Candidato A
2023-11-12,4e60678b-82f4-448a-b8a5-5d6bf2ded00f,Medio,Masculino,34,Terciario/Universitario completo,4,47.6122536095349,Candidato C,En blanco
2024-04-23,68032f7e-fef0-4b04-a8fc-642af6f25926,Bajo,Femenino,52,Posgrado,3,54.05943952820317,Candidato B,En blanco
2023-11-21,f924e06a-aef5-4aef-9903-b45fd01cf935,Alto,Femenino,19,Secundario completo,4,30.284010111708625,Candidato B,Candidato C
2025-05-20,955fbc33-0142-4249-a5cc-2478276d7e19,Alto,Masculino,29,Terciario/Universitario completo,6,92.47693290571344,Candidato C,Candidato B
2025-06-18,fb24cba4-b457-4bf7-a251-30a89870c707,Bajo,Femenino,32,Terciario/Universitario completo,2,75.78382091246351,En blanco,Candidato B
2023-11-11,1b58286c-8461-4840-a1a9-344eef7f6bc8,Medio,Femenino,73,Terciario/Universitario incompleto,4,62.68069618929306,En blanco,Candidato B
2025-08-10,b2b4c281-a5b9-4ee8-877f-0b62b26489f7,Medio,Masculino,70,Posgrado,3,7.5106300304530915,Candidato C,No votó
2025-04-17,9a66d48d-a4f0-49c2-9885-6c7f3475a526,Medio,Masculino,64,Primario incompleto,4,81.80256809968046,Candidato C,En blanco
2024-12-24,444517ef-1c76-4e1f-8371-9849fb5214d9,Medio,Masculino,44,Secundario incompleto,3,82.91662560389342,Candidato C,En blanco
2025-02-27,2b2bcfda-9d43-49b5-bb5f-15c1b0445ebb,Medio,Femenino,77,Secundario incompleto,6,80.83825368347912,Candidato C,Candidato C
2024-01-24,0938ad77-cb18-46a4-95db-4487603803f3,Bajo,Femenino,74,Posgrado,5,83.10574115987076,En blanco,En blanco
2024-04-05,5cb6f1f0-e475-4694-9d8a-c1a902af3382,Bajo,Masculino,63,Posgrado,6,17.379338561660273,Candidato B,No votó
2024-02-10,517fa07e-7b0f-48c1-b8f3-5c26d13ec39c,Alto,Masculino,78,Primario completo,2,89.89503205979209,En blanco,Candidato B
2025-02-24,5e7cfaad-73df-470a-ad0c-abfc1baf01f1,Medio,Masculino,28,Terciario/Universitario completo,1,29.458202939185686,Candidato B,No votó
2025-03-28,aaa28439-40fe-41ec-b259-a6a095919900,Medio,Masculino,33,Terciario/Universitario completo,3,26.442972936573195,En blanco,Candidato A
2024-04-12,3a8d1c00-c696-4905-8fe4-fb667c8d5368,Medio,Femenino,66,Primario incompleto,5,0.1827653091373893,Candidato B,Candidato C
2025-09-18,8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc,Medio,Masculino,53,Primario completo,3,15.776376607989228,En blanco,En blanco
2024-07-01,c7d02862-13f3-4e53-a509-8f9ad3c61e05,Bajo,Femenino,26,Secundario completo,4,34.758389716397964,No votó,No votó
2024-06-14,e2cd159a-ebba-40d2-820b-c51ddb3aefa6,Medio,Masculino,74,Primario completo,5,23.331643725571137,Candidato C,Candidato A
2025-04-27,a4a98266-d3d6-462b-8699-9e1e2b02237e,Bajo,Femenino,71,Terciario/Universitario incompleto,6,87.4135238236254,Candidato C,Candidato B
2024-03-30,fe656bef-e0ef-4989-aab4-65e9d97d2b38,Alto,Femenino,55,Terciario/Universitario completo,5,4.766552433397164,Candidato A,Candidato C
2024-01-26,a9204633-9bb6-4cd2-a8ad-c28f8463416a,Medio,Masculino,61,Primario completo,1,44.517568343912004,Candidato A,No votó
2024-11-13,af04ef81-b548-4bf2-b02c-ebbe3544f189,Medio,Femenino,28,Posgrado,3,37.885986750254695,Candidato B,Candidato B
2025-09-03,96625aa1-056b-465f-839d-dd7467af36d9,Bajo,Femenino,65,Primario incompleto,2,86.47493913670601,Candidato C,No votó
2025-10-26,2bdc9c10-6362-41c3-ab6e-c9e0225f5457,Medio,Masculino,33,Primario completo,5,83.54404124371582,Candidato C,Candidato C
2024-09-13,0dbc321b-90a0-4ee1-b0e2-ee61e29b24d7,Medio,Masculino,51,Primario completo,2,32.44265096297912,Candidato B,En blanco
2025-03-11,cd6665d8-edf2-4720-a003-2713ea8fd23d,Alto,Femenino,67,Secundario completo,2,67.81846211305731,Candidato A,No votó
2024-01-12,67ba6b1a-9695-4911-a4e0-ee5b1638325c,Alto,Femenino,37,Secundario completo,1,45.92132118890155,Candidato C,Candidato C
2023-11-26,df983779-81bd-4336-bbac-266055a3a129,Bajo,Masculino,69,Primario incompleto,3,25.004520425351018,Candidato C,Candidato A
2024-06-10,9eb88325-7add-4fed-8a02-da60749d4601,Bajo,Masculino,73,Terciario/Universitario incompleto,2,69.65888826256365,No votó,Candidato C
2025-10-19,81eb88e5-d549-4aad-84c8-fd001a0ff218,Alto,Masculino,72,Secundario incompleto,1,46.52134783766647,Candidato A,En blanco
2024-10-26,64e322cf-a51d-478b-8d00-b7b27d82fccf,Alto,Masculino,68,Posgrado,1,69.55547538990763,Candidato A,Candidato A
2025-07-23,3ad23fbf-2e57-4864-83eb-280e79017990,Medio,Femenino,63,Terciario/Universitario completo,4,73.79475191253725,En blanco,Candidato A
2025-07-17,4d6d99a6-28d7-48b4-9d44-38218a7f03ae,Alto,Masculino,65,Secundario incompleto,4,56.19680289607552,No votó,Candidato B
2024-02-07,eab3c4d8-d4e4-404b-9bde-299dda286b7a,Bajo,Masculino,19,Secundario completo,1,26.433263052026845,No votó,Candidato B
2025-09-09,f660ffd5-119f-41c4-b4f8-c57b24c582ca,Bajo,Femenino,64,Secundario incompleto,5,13.718179656858275,Candidato B,Candidato C
2024-05-27,90ed41f4-64ab-43f6-ba65-8abe1188afa1,Bajo,Masculino,47,Terciario/Universitario completo,5,1.0490888786510943,Candidato A,Candidato C
2024-02-21,179d221d-8e5f-47fa-a8f4-9b51f3fa8613,Bajo,Femenino,68,Terciario/Universitario completo,1,42.31079110843044,En blanco,Candidato B
2025-03-31,d0813d92-3aca-43f2-bb77-7bf243f98cbd,Alto,Masculino,75,Terciario/Universitario completo,2,66.05883894453041,En blanco,Candidato B
2024-12-18,5c05c1f3-241d-4e27-8bf4-1e101c622f82,Bajo,Masculino,72,Terciario/Universitario completo,6,82.66763804928908,Candidato A,Candidato B
2025-08-05,a88f58c1-237d-4b90-981a-218ecfd64560,Bajo,Masculino,30,Secundario incompleto,4,28.489675970396032,Candidato B,Candidato C
2025-03-29,aa61353a-d2b0-4078-8e84-72a7dd332379,Medio,Femenino,21,Terciario/Universitario completo,5,6.823707620437736,Candidato A,Candidato C
2025-03-24,32d116fe-8f08-463c-9624-88052305e6d3,Bajo,Masculino,44,Primario incompleto,2,48.16184012917817,Candidato B,No votó
2024-08-05,6783b0c3-dcae-467e-8876-daaa01ce5fc6,Bajo,Femenino,28,Terciario/Universitario incompleto,5,33.847307611624366,Candidato B,Candidato B
2024-02-07,9a0a80be-c15d-4cfc-b325-442c8eeb3fd8,Medio,Femenino,42,Primario incompleto,3,33.43867900328831,No votó,Candidato B
2025-09-17,1b674518-b0bf-4f14-b6d0-66f27d874566,Alto,Femenino,50,Posgrado,1,4.728179231122009,Candidato B,No votó
2024-03-08,58e760bf-8f3e-44f4-b914-0a61ee65afeb,Alto,Femenino,42,Secundario completo,3,51.99316981291814,Candidato C,Candidato A
2024-06-13,df61c534-57d1-437c-87af-ae8fdfecb2ae,Medio,Femenino,31,Secundario incompleto,3,44.2207109356843,Candidato C,No votó
2025-09-01,3ddf55b2-0151-48db-af8c-96a918f7e499,Medio,Masculino,42,Terciario/Universitario incompleto,2,70.74155510801353,Candidato A,Candidato B
2023-11-24,fbf70946-d6ad-4066-bf6b-f51b3a05c0b7,Medio,Femenino,52,Terciario/Universitario incompleto,4,67.82754646073263,Candidato C,No votó
2023-12-12,024bfe48-3980-41b1-8642-cddb4fbe2aae,Alto,Masculino,51,Terciario/Universitario completo,3,38.26192194126035,Candidato C,En blanco
2023-12-11,f474b1a4-f268-4ee1-9ad8-712d7ee1a2a3,Alto,Masculino,49,Primario incompleto,1,4.263651016599013,Candidato A,Candidato C
2024-04-17,17776c3a-5743-4d9c-ad30-32ed824c6948,Alto,Masculino,24,Primario completo,3,97.15686282392268,Candidato C,Candidato B
2025-04-21,6c1b6811-92db-4613-8e05-1eea13d72846,Bajo,Masculino,26,Posgrado,1,20.295452859654773,No votó,En blanco
2024-05-29,f6aca9b4-5e14-4c30-bd2c-db8d39ebfa32,Medio,Femenino,72,Primario completo,1,73.90365087553036,Candidato A,En blanco
2025-01-16,253df737-c218-4e77-9c58-ea6a6193db51,Bajo,Masculino,23,Secundario completo,5,56.141839358105535,Candidato C,En blanco
2024-07-11,33061611-ef96-4214-89b3-fe663b4c0730,Medio,Masculino,52,Primario completo,6,3.011796489557017,Candidato B,Candidato B
2024-08-20,a8f614bd-7b2a-4677-86b7-e7cbbe0d24ed,Bajo,Femenino,18,Posgrado,1,73.31804896803112,En blanco,En blanco
2025-11-07,486c0adf-5bf2-4ec8-8814-ed3ce166c6ab,Medio,Masculino,75,Primario incompleto,3,97.24465110373224,Candidato A,No votó
2025-01-23,d4c667bb-211e-45c3-9cc7-53ad6264190f,Alto,Femenino,70,Secundario completo,6,14.969283192082939,En blanco,En blanco
2025-10-16,5ae52530-66b4-4fc6-9e94-eb4bc74f73ca,Bajo,Masculino,75,Secundario incompleto,3,71.5346971459566,No votó,Candidato C
2025-08-30,3a88a4ab-7891-4712-9e5f-e0ee80109500,Medio,Femenino,23,Primario completo,5,57.2048503849228,Candidato B,Candidato B
2023-12-12,a1d53402-5fba-4dc2-b594-b706a7fb881e,Bajo,Masculino,18,Terciario/Universitario incompleto,3,54.06734831175892,En blanco,Candidato A
2025-08-28,4704768e-6e92-4501-9bd7-1dc6ea75e34d,Medio,Femenino,79,Posgrado,2,43.351137771970826,En blanco,No votó
2025-06-13,c46f5825-669f-41b9-b902-d6c05bf57279,Bajo,Masculino,65,Terciario/Universitario completo,1,44.67049111608905,No votó,En blanco
2025-05-07,4879996d-fe38-44eb-b6e0-eac2c42bf4c4,Bajo,Masculino,80,Secundario incompleto,6,17.196647851439916,Candidato C,En blanco
2025-02-23,e7524102-7acf-4bcc-9af4-321addd3e779,Alto,Femenino,33,Terciario/Universitario completo,4,36.06946688416775,Candidato A,No votó
2025-04-02,277dfc7b-722c-453d-9ee1-723b4a9686a4,Bajo,Masculino,65,Terciario/Universitario completo,4,67.54662565553286,Candidato C,Candidato C
2024-11-28,be4a565e-3e58-4dd5-aed1-536858116722,Alto,Masculino,43,Primario completo,4,84.90921694638931,Candidato A,Candidato C
2025-05-16,568d6f3e-f4b4-45aa-adfd-a2912fdb5c0d,Medio,Masculino,46,Primario incompleto,6,73.61298079909669,Candidato A,Candidato A
2025-03-24,ae5ceb3d-1c27-4035-ba8b-e1617fd2770a,Alto,Femenino,61,Terciario/Universitario incompleto,2,62.625162507703415,En blanco,Candidato A
2025-10-11,76fe579f-6382-43b5-b9ad-f8c56247b40d,Bajo,Femenino,35,Secundario incompleto,1,22.901194834012294,En blanco,Candidato B
2024-10-31,ef8dff9b-fae3-4cee-b636-efd98376ffa8,Bajo,Femenino,44,Secundario incompleto,4,0.5472608352581565,Candidato A,Candidato B
2025-03-21,d4188645-90de-4fba-bfb5-9512fa04a706,Medio,Femenino,80,Terciario/Universitario completo,3,85.82817083827422,Candidato B,En blanco
2024-10-13,6637c09f-acf6-46fc-b87c-df029e3b3f04,Medio,Femenino,40,Terciario/Universitario completo,4,76.6366464496544,No votó,No votó
2024-08-25,3b8f5fc7-7c96-4efa-8fab-2ad88091a21d,Medio,Femenino,60,Primario incompleto,4,94.67861585338288,Candidato A,Candidato B
2025-09-16,006b8fd6-af15-4ed9-8496-48e85084a40f,Bajo,Masculino,43,Secundario incompleto,6,13.575650749152423,Candidato A,Candidato A
2024-12-31,64eec62b-5130-4e5c-b8c5-a976178672e8,Alto,Masculino,34,Posgrado,4,97.39249095214609,En blanco,En blanco
2024-03-27,d21dbc09-3a35-4442-b325-f875e4172ba3,Bajo,Femenino,64,Posgrado,4,33.010405968530485,Candidato A,Candidato B
2024-04-19,0c72fe13-fbf2-4c1c-ae6d-086cf7b37a86,Bajo,Masculino,22,Primario completo,2,56.37915742771472,En blanco,No votó
2024-08-27,681091fe-0a5a-4322-8578-42a9934c472a,Alto,Masculino,75,Primario completo,4,1.936955780967109,Candidato B,En blanco
2025-02-08,b9b5c70e-3346-47c6-8372-49fd17ee2fe6,Bajo,Masculino,66,Secundario incompleto,2,79.44385821654791,En blanco,Candidato B
2024-06-23,2e4a6e78-1cf4-48ed-adb6-de2153a9ec5d,Bajo,Masculino,28,Terciario/Universitario incompleto,4,93.49625718789464,No votó,Candidato A
2023-11-16,073c36ba-5d39-4bf9-b2da-a1f6cc16014a,Bajo,Femenino,55,Terciario/Universitario completo,6,94.62520672332754,No votó,Candidato B
2024-02-25,0212585b-0b2f-4580-b3f0-53233bd5f8a2,Medio,Masculino,33,Secundario completo,2,15.492387919535467,Candidato C,Candidato B
2024-03-06,213124bd-0127-4a63-88da-091b61f6c877,Medio,Masculino,65,Terciario/Universitario completo,3,13.9549427860167,No votó,Candidato B
2024-06-07,9b1ae019-9aca-4c4a-924e-31041dd26234,Medio,Femenino,31,Terciario/Universitario completo,1,54.77570681771881,En blanco,No votó
2024-07-25,14e16706-3309-4536-a998-952cef58951f,Alto,Masculino,72,Terciario/Universitario completo,2,40.74486970077539,Candidato A,Candidato A
2024-07-29,d9073286-329c-443a-b751-b3fabdb62ff3,Bajo,Femenino,20,Secundario completo,4,1.8728162119141745,No votó,Candidato C
2025-07-15,9f13d2fb-e583-447f-852d-2ee50061fd30,Bajo,Femenino,66,Secundario completo,3,28.821309912414527,Candidato A,Candidato C
2024-08-21,89745cd7-1118-48f8-aa4a-ce0ed89a9500,Alto,Masculino,72,Primario incompleto,3,77.87005794309542,No votó,En blanco
2025-05-21,3a19607d-3bfb-455e-ad0d-04182d58bce9,Medio,Masculino,21,Primario completo,3,76.42435805200168,Candidato B,Candidato C
2024-01-21,7984f33f-61c6-4ae4-aa59-4b07eda67806,Bajo,Femenino,50,Secundario completo,4,23.7246651859504,Candidato B,Candidato C
2024-07-29,35c9599f-6f91-49cf-8018-3cfeceb09220,Alto,Masculino,69,Primario incompleto,3,91.93394482880498,No votó,No votó
2025-07-07,0a8bc856-c3ed-49b7-b9df-727561994015,Medio,Femenino,22,Secundario incompleto,2,36.75815297307391,Candidato B,Candidato C
2025-03-05,074f3be0-44f2-4133-b45c-88409da28338,Alto,Masculino,62,Terciario/Universitario completo,2,76.96239752124517,En blanco,Candidato C
2023-12-07,5e12425c-b42f-4357-98d9-7f4a95331356,Alto,Femenino,46,Terciario/Universitario completo,4,34.23535532227193,Candidato B,Candidato A
2023-12-12,743397f1-ad5b-4bb2-965a-f699d3bb63d7,Medio,Femenino,33,Primario completo,2,98.63080201646486,En blanco,Candidato C
2024-06-06,845c21e7-988d-4e4a-a266-a107a408001f,Alto,Femenino,46,Terciario/Universitario incompleto,6,67.62128076354605,Candidato B,En blanco
2024-03-16,1a6f0c9a-f1f7-490f-8070-9bd41790a6b7,Medio,Femenino,63,Primario completo,3,37.09567514453587,Candidato A,Candidato A
2024-03-05,062d7f7a-45da-41f3-9a7e-256db6ffe12c,Alto,Femenino,67,Posgrado,2,6.471455402251158,No votó,En blanco
2025-02-05,c5a918d1-9eed-443c-a453-6074b13de531,Medio,Femenino,75,Terciario/Universitario incompleto,4,18.772316992950255,Candidato A,No votó
2024-06-21,3503c56e-6100-4dbd-a2ca-9fe8a8aa7d13,Medio,Masculino,66,Secundario completo,2,94.71393075274477,No votó,Candidato C
2024-08-16,51cd2c07-a8f7-4b61-b9d2-b2de92bba701,Medio,Masculino,60,Secundario incompleto,1,57.515701094504855,En blanco,No votó
2024-09-11,801841f4-820d-45c6-abd1-f046339fbb69,Alto,Femenino,26,Primario completo,5,79.98150672786912,En blanco,Candidato C
2025-01-09,b170b1ed-1b04-4be3-8f41-d3e41eceb5e5,Alto,Femenino,56,Terciario/Universitario incompleto,5,21.28001513787966,En blanco,En blanco
2024-02-18,824d9e96-1fe2-43b0-b980-1aaae93b4418,Bajo,Masculino,58,Primario completo,5,52.43697627298577,Candidato C,Candidato A
2024-06-24,2dbdb6e5-7844-42ac-b29b-d820e4ad24e2,Alto,Femenino,74,Terciario/Universitario incompleto,4,60.028836231626414,En blanco,Candidato A
2024-02-07,20fe652b-56fe-4301-8c3a-f69e74747f6f,Alto,Masculino,50,Secundario completo,6,93.89905022297256,Candidato C,Candidato A
2024-11-15,141bd896-6092-4d2b-8122-9d756a8d3e84,Bajo,Femenino,36,Secundario incompleto,3,50.55802001343267,No votó,Candidato B
2025-05-30,d1f15ee7-55e9-418e-8164-80fa90a2b8e1,Bajo,Masculino,18,Terciario/Universitario completo,2,92.39143290486209,No votó,No votó
2024-05-14,742c5905-3bca-43ea-9cff-697dd26d028d,Medio,Masculino,56,Primario completo,1,31.870095865347025,No votó,No votó
2025-11-04,c674d244-7b05-4d02-99de-53193f9bbcfc,Alto,Masculino,27,Primario incompleto,6,58.2731869515666,Candidato A,Candidato C
2023-12-17,726e8017-061f-4679-a908-3bd6ef617cac,Alto,Femenino,40,Primario completo,3,62.52779112805838,Candidato B,Candidato B
2024-07-06,8d6e44f2-0189-45d9-a355-c369b931a26d,Medio,Masculino,60,Primario completo,2,9.606314164743557,No votó,Candidato A
2024-03-28,c67781b2-c3a3-4607-b565-2d0067a4eb26,Medio,Masculino,40,Secundario completo,3,16.549562929330463,Candidato A,Candidato A
2025-09-05,3db612f4-6df2-4c82-b956-fba972323dc9,Bajo,Femenino,41,Posgrado,3,25.541366240355245,En blanco,No votó
2024-12-20,241813ef-799f-4e33-ba2b-e04940d2d16f,Alto,Masculino,71,Terciario/Universitario incompleto,6,26.22687328357469,En blanco,Candidato A
2025-05-28,5c27761d-4894-49fc-b0df-67b93a6f36fa,Bajo,Femenino,79,Secundario completo,6,18.492295142231853,En blanco,Candidato C
2024-01-04,ee8f0e09-9975-4cb9-bc76-a592a73e3f3b,Medio,Femenino,37,Primario completo,1,41.859196394970176,Candidato C,En blanco
2024-07-02,d4e26a5b-f807-4dd9-a618-4c80edf6b1e0,Alto,Femenino,50,Posgrado,1,9.740266440225632,En blanco,En blanco
2024-09-18,3006ff85-166a-4a98-af3b-5a9185bab545,Bajo,Femenino,59,Primario incompleto,4,14.971468045894,Candidato B,Candidato C
2025-08-19,a182e35f-848e-4c98-aec9-fa674cc672fc,Medio,Masculino,62,Secundario incompleto,3,85.56453048515779,Candidato A,Candidato C
2024-07-22,0f1a6c44-f239-4bb0-9f6c-eec1ac546740,Alto,Masculino,34,Posgrado,3,17.932649207230632,Candidato A,En blanco
2024-06-29,559de204-0964-4b31-97c2-747f27b51ee7,Medio,Femenino,26,Secundario completo,3,44.761948116595505,Candidato C,Candidato A
2024-09-27,290d07e4-ce1f-4081-9f2d-5db8debaa89f,Alto,Femenino,19,Terciario/Universitario incompleto,3,8.09067068559487,En blanco,Candidato B
2024-02-02,63eaa005-77f6-4854-a668-bb6ec408143f,Alto,Masculino,48,Primario incompleto,1,79.66040996746983,En blanco,Candidato C
2024-01-26,7f006257-6956-4c06-b008-a519ad830951,Medio,Masculino,69,Terciario/Universitario completo,2,26.807396761583846,Candidato B,Candidato C
2025-01-18,0c10ef01-6411-4d38-aae2-01c0312a4c3c,Bajo,Masculino,64,Secundario incompleto,6,66.24720346318367,No votó,En blanco
2025-10-15,c5ac7520-cd46-48fe-b2b7-2bd2c97be2af,Bajo,Femenino,77,Terciario/Universitario completo,6,81.93341579172507,No votó,Candidato C
2024-11-17,c284e0be-e33e-470a-96c6-544df60ce881,Alto,Femenino,71,Primario incompleto,3,41.40231383354268,Candidato A,Candidato A
2024-11-12,300961c3-855a-4d8d-946e-34aaae9d1797,Bajo,Masculino,72,Primario incompleto,6,20.692961811815213,No votó,Candidato A
